Категория,Анализ,Биоматериал,Цена,Описание,Время ожидания в днях
Микроэлементы,"Таллий, Tl",990,"Таллий, Tl - химический элемент, относится к группе тяжелых металлов. Чрезвычайно токсичный металл серебристо-белого цвета с серовато-голубоватым оттенком. Таллий не играет никакой биологической роли. Как сам таллий, так и его соединения высокотоксичны и канцерогенны (в особенности растворимые в воде — хлорид, нитрат, ацетат и т. д.). Соединения таллия относят к категории кумулятивных ядов — накапливающиеся патологические симптомы при хроническом отравлении",5,Кровь
Микроэлементы,"Теллур, Te",990,"Теллур, Te - химический элемент 16-й группы 5-го периода в периодической системе, имеет атомный номер 52; обозначается символом Te относится к семейству металлоидов. Теллур — редкий элемент, и значительный спрос при малом объёме добычи определяет высокую его цену (около $200–300 за кг в зависимости от чистоты), но, несмотря на это, диапазон областей его применения постоянно расширяется.",5,Кровь
Микроэлементы,"Уран, U",990,"Уран - химический элемент, относится к группе тяжелых металлов, в том числе обедненный уран (ОУ), представляет наибольшую опасность для здоровья человека в случае его попадания в организм при заглатывании, вдыхании или через трещины на коже (длительный контакт может также привести к получению большой дозы внешнего облучения). В организме уран представляет угрозу, будучи одновременно токсическим тяжелым металлом и радиоактивным веществом. К тому же существует ряд признаков, которые указывают на возможный синергизм этих двух типов воздействия на организ",5,Кровь
Микроэлементы,Хлор,190,"Основной анион внеклеточной жидкости и желудочного сока, участвует в водно-солевом обмене, способствует удержанию тканями воды, поддержании кислотно-щелочного состояния, осмотического давления и баланса воды в организме.",1,Сыворотка
Микроэлементы,"Цезий, Cs",1190,"Цезий, Cs - элемент главной подгруппы первой группы шестого периода периодической системы химических элементов Д. И. Менделеева, атомный номер — 55. Простое вещество цезий — мягкий щелочной металл серебристо-жёлтого цвета. Своё название цезий получил за наличие двух ярких синих линий в эмиссионном спектре",5,Кровь
Микроэлементы,"Церий, Ce",990,"Церий, Ce - химический элемент III группы периодической системы Менделеева, атомный номер 58, атомная масса 140,12, относится к лантаноидам.",5,Кровь
Микроэлементы,Цинк в крови,390,"Цинк (Zn) – один из наиболее значимых для человека микроэлемент. Цинк входит в состав многих ферментов (щелочной фосфатазы, карбоксипептидаз, дегидрогеназ, алькогольдегидрогеназ и др.). Принимает участие почти во всех видах обмена веществ, чем обеспечивает прохождение основных жизненных процессов в организме: влияет на иммунную систему, активизирует деятельность половых желез, регулирует функцию нервной системы и т. д. Цинк необходим для здорового состояния волос, ногтей и кожи. Входит в состав инсулина.",1,Сыворотка
Микроэлементы,"Цинк в крови, спектрометрия",890,"Цинк – это микроэлемент, необходимый для нормального роста и дифференцировки клеток. Данным анализом проводят определение концентрации цинка в сыворотке крови, используемое для оценки баланса этого микроэлемента в организме, диагностики его недостаточности или интоксикации им.",5,Сыворотка
Микроэлементы,"Цирконий, Zr",990,Цирконий — химический элемент с атомным номером 40. Принадлежит к 4-й группе периодической таблицы химических элементов. Простое вещество цирконий — блестящий металл серебристо-серого цвета.,5,Кровь
Анализ мочи,"17-кетостероиды (андростерон, андростендион, ДГЭА, этиохоланолон, эпиандростерон, тестостерон, соотношение андростерон/этиохоланолон, соотношение тестостерон/эпитестостерон) в суточной моче",1890,"17-кетостероиды являются продуктами метаболизма мужских половых гормонов андрогенов. Продукты метаболизма стероидных половых гормонов, которые выделяются с мочой и отражают уровень секреции андрогенов в организме. Увеличение концентрации 17-КС отражает избыточную секрецию андрогенов, а уменьшение – снижение уровня мужских половых гормонов, что помогает в диагностике эндокринных дисфункций и новообразований желез внутренней секреции.",7,Суточная моча с консервантом
Анализ мочи,Альфа-амилаза (моча),390,"Альфа-амилаза (диастаза) - гидролитический пищеварительный фермент. В основном образуется в слюнных железах и поджелудочной железе. Вместе с другими ферментами диастаза после переваривания попадает в кровь, а также выводится из организма с мочой. Служит маркером поражения поджелудочной железы и органов брюшной полости.",2,Разовая порция мочи
Анализ мочи,Анализ мочи по Зимницкому,890,"Исследование предназначено для оценки концентрационной функции почек, т.е их способности к концентрированию и разведению.",1,Суточная моча
Анализ мочи,Анализ мочи по Нечипоренко,390,"Анализ мочи по Нечипоренко – микроскопическое исследование, направленное на определение количества форменных элементов: эритроцитов, лейкоцитов и цилиндров в 1 миллилитре мочи. Подсчёт проводится в специальных счётных камерах, а не в полях зрения, поэтому нормальные значения отличаются от референсных пределов для общего анализа мочи.",1,Моча
Анализ мочи,Бета-2-микроглобулин мочи,790,"Бета-2-микроглобулин – белок с низким молекулярным весом, который содержится на мембранах всех эукариотических клеток, включая лимфоциты.",7,"Разовая порция, Мочи"
Анализ мочи,Дезоксипиридинолин мочи,1890,"Pyrilinks-D (дезоксипиридинолин) – специфическое вещество, обеспечивающее скрепление между собой нитей белка-коллагена, являющегося одним из основных структурных компонентов костной ткани. При интенсивных процессах разрушения костной ткани в организме (резорбции) повышенные концентрации данного вещества обнаруживаются в крови.",2,Разовая порция мочи
Анализ мочи,"Железо в моче, спектрометрия",890,"Определение концентрации железа в моче, которое может быть использовано для диагностики гемохроматоза и некоторых видов анемий.",5,Суточная моча
Анализ мочи,"Кадмий в моче, спектрометрия",890,"Кадмий – тяжелый металл, пары и соединения которого являются токсичными для человека и вызывают повреждение легких, почек, желудочно-кишечного тракта и костей. Концентрация кадмия в моче отражает уровень его накопления в тканях.",5,Суточная моча
Анализ мочи,"Кальций в моче, спектрометрия",890,"Кальций – один из основных внутриклеточных катионов, содержащийся в основном в костной ткани. Физиологически он активен только в ионизированном виде, в котором в большом количестве присутствует в плазме крови.",5,Суточная моча
Анализ мочи,"Катехоламины мочи (адреналин, норадреналин, дофамин)",1890,"Катехоламины – это группа сходных гормонов, вырабатываемых мозговым веществом надпочечников. В норме катехоламины и продукты их распада присутствуют в организме в небольших количествах. Их содержание значительно возрастает на короткое время только при стрессах. Однако хромаффинные и другие нейроэндокринные опухоли могут вызывать образование больших количеств катехоламинов, что приводит к значительному повышению уровней этих гормонов и продуктов их распада в крови и моче. Это грозит длительными или кратковременными повышениями кровяного давления и, соответственно, сильными головными болями.",3,Моча с консервантом
Анализ мочи,"Кобальт в моче, спектрометрия",890,"Исследование концентрации кобальта в моче – анализ, применяемый для диагностики отравления кобальтом и его соединениями, подтверждения случаев профессионального заболевания.",5,Суточная моча
Анализ мочи,Кортизол мочи,1190,"Кортизол – это гормон, который образуется в коре надпочечников – небольших органах треугольной формы, расположенных на верхних полюсах обеих почек. Функции кортизола в организме: защита от стресса, регуляция артериального давления, участие в обмене белков, жиров и углеводов.",7,Суточная моча
Анализ мочи,"Кремний в моче, спектрометрия",890,"Кремний – эссенциальный микроэлемент, который необходим организму для формирования и поддержания структуры соединительной ткани. Некоторые соединения кремния (силикаты) обладают токсическими свойствами и вызывают фиброзные процессы в тканях. Кремний является жизненно важным микроэлементом, необходимым для твердости костей, подвижности суставов и хорошего состояния кожи и ее придатков (волос, потовых и сальных желез, ногтей). В организме человека содержится около 7 г кремния, преимущественно в виде остатков ортокремниевой кислоты в соединительной ткани. Данный микроэлемент входит в состав гликозаминогликанов и их белковых комплексов, коллагена, которые формируют и стабилизируют каркас соединительной ткани. Кремний также необходим для формирования основного вещества кости и хряща, минерализации костной ткани. Он является основным ионом остеогенных клеток, которые формируют костную ткань молодых некальцифицированных костей.",5,Суточная моча
Анализ мочи,"Литий в моче, спектрометрия",890,"Исследование концентрации лития в моче – анализ, применяемый для мониторинга терапии данным препаратом, выявления причины побочных эффектов, а также диагностики отравлений. В медицинской практике исследование концентрации препаратов лития в моче применяется для контроля концентрации препарата в организме пациента, диагностики отравлений, предупреждения побочных эффектов в ходе лечения.",5,Суточная моча
Анализ мочи,"Марганец в моче,спектрометрия",890,"Определение концентрации марганца в разовой порции мочи, используемое для диагностики острой и хронической интоксикации марганцем, а также для оценки баланса этого микроэлемента в организме.",5,Суточная моча
Анализ мочи,Микроальбумин мочи,990,Исследование для определения наличия в моче основных белков плазмы крови - альбуминов. Белки именно этой группы в первую очередь начинают попадать в мочу при заболеваниях почек. Их появление в моче – один из самых ранних лабораторных показателей нефропатии.,2,Суточная моча
Анализ мочи,"Молибден в моче, спектрометрия",890,"Определение концентрации молибдена в моче, используемое для диагностики нарушений баланса этого микроэлемента в организме.",5,Суточная моча
Анализ мочи,"Мышьяк в моче, спектрометрия",890,"Определение концентрации мышьяка в моче, используемое для диагностики острого и хронического отравления этим элементом.",5,Суточная моча
Анализ мочи,"Никель в моче, спектрометрия",890,"Определение концентрации никеля в моче, используемое для диагностики острого и хронического отравления никелем.",5,Суточная моча
Анализ мочи,"Ртуть в моче, спектрометрия",890,"Количественное определение содержания ртути в порции мочи, которое позволяет обнаружить выделение элементарной и ионизированной форм данного токсического металла из организма человека.",5,Суточная моча
Анализ мочи,"Свинец в моче, спектрометрия",890,"Это тяжелый токсичный металл, повышенное содержание которого в моче указывает на острое или хроническое отравление – сатурнизм.",5,Суточная моча
Анализ мочи,"Селен в моче, спектрометрия",890,"Незаменимый эссенциальный микроэлемент, который является важным компонентом антиоксидантных и других клеточных ферментов и в больших дозах обладает токсическими свойствами. Концентрация селена в моче отражает уровень поступления данного микроэлемента в организм.",5,Суточная моча
Анализ мочи,Специфический антиген рака мочевого пузыря (моча),2390,"Онкомаркер UBC – это особый протеин, выделяемый из клеток внутренней поверхности мочевого пузыря. Во время роста злокачественного новообразования синтез и выделение белка во много раз возрастает, что и используется для диагностики опухолей внутреннего слоя мочевого пузыря.",7,Моча
Анализ мочи,"Сурьма в моче, спектрометрия",890,"Определение концентрации сурьмы в моче, используемое для диагностики острого и хронического отравления этим металлом.",5,Суточная моча
Анализ мочи,"Титан в моче, спектрометрия",890,"Исследование концентрации ионов титана в моче – анализ, применяемый для диагностики отравления титаном и его соединениями, подтверждения случаев профессионального заболевания, контроля износа установленного пациенту металлического протеза.",5,Суточная моча
Анализ мочи,Фосфор в суточной моче,890,"Фосфор – это микроэлемент, входящий в состав высокоэнергетических молекул, белков мембран клеток, нуклеиновых кислот, костного матрикса и других соединений, степень экскреции которого с мочой определяется для диагностики заболеваний паращитовидных желез, скелета, почек и некоторых других органов и для контроля за их лечением. Метаболизм фосфора зависит от влияния некоторых других микроэлементов (в первую очередь, кальция и магния), а также ряда гормонов (гормона роста, трийодтиронина и других), поэтому оценка нарушений уровня фосфора требует комплексного подхода и должна включать в себя несколько лабораторных исследований.",5,Суточная моча
Анализ мочи,Фосфор неорганический мочи,390,"Фосфор – это микроэлемент, входящий в состав высокоэнергетических молекул, белков мембран клеток, нуклеиновых кислот, костного матрикса и других соединений, степень экскреции которого с мочой определяется для диагностики заболеваний паращитовидных желез, скелета, почек и некоторых других органов и для контроля за их лечением.",5,Суточная моча с консервантом (лимонная кислота)
Анализ мочи,"Хром в моче, спектрометрия",890,"Эссенциальный микроэлемент, который необходим организму в минимальных количествах и в больших дозах обладает токсическими свойствами.",5,Суточная моча
Анализ мочи,"Цинк в моче, спектрометрия",890,"Определение концентрации цинка в моче, используемое для оценки баланса этого микроэлемента в организме, диагностики его недостаточности или интоксикации им.",5,Суточная моча
Аллергены,"Абрикос IgE, F237",990,Количественная оценка IgE в крови показывает наличие аллергии к абрикосу и степень тяжести ее проявлений.,4,Сыворотка
Аллергены,"Абрикос IgG, F237",890,Абрикосы вызывают медленное развитие симптомов пищевой непереносимости (не ранее чем через 3-5 дней после употребления их в пищу). Данный тест используется для диагностики пищевой непереносимости к абрикосам.,4,Сыворотка
Аллергены,"Авокадо IgE, F96",990,Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве указывает на наличие сенсибилизации организма к нему.,4,Сыворотка
Аллергены,"Авокадо IgG, F96",890,Авокадо вызывает быстрое развитие симптомов пищевой непереносимости (уже через 1-3 дня после употребления его в пищу). Данный тест используется для диагностики пищевой непереносимости к авокадо.,4,Сыворотка
Аллергены,"Акация (Acacia species) IgE, T19",890,"Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к пыльце акации. Самым распространенным видом аллергии является пыльцевая аллергия, которая наиболее часто имеет сезонный характер и связана напрямую с периодом цветения растений, к пыльце которых имеется сенсибилизация - поллиноз.",4,Сыворотка
Аллергены,"Аллерген c210 - тетракаин/дикаин, IgE",890,Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве указывает на наличие сенсибилизации организма к этому аллергену. Исследование проводится только на 1-й тип аллергических реакций.,1,Сыворотка
Аллергены,"Аллерген c86 - бензокаин, IgE",890,"Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве указывает на наличие сенсибилизации организма к этому аллергену. Аллергия к данному препарату встречается довольно часто и может проявляться в виде кожной сыпи, крапивницы (на коже и слизистых оболочках), зуда кожи, и таких тяжелых аллергических реакций как ангионевротический отек, анафилактический шок.",1,Сыворотка
Аллергены,"Аллерген c89 - бупивакаин/анекаин/маркаин, IgE",890,"Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве указывает на наличие сенсибилизации организма к этому аллергену. Аллергия к данному препарату встречается довольно часто и может проявляться в виде кожной сыпи, крапивницы (на коже и слизистых оболочках), зуда кожи, и таких тяжелых аллергических реакций как ангионевротический отек, анафилактический шок.",1,Сыворотка
Аллергены,"Альфа-лактоальбумин IgE, F76",890,Количественное определение в крови специфических иммуноглобулинов класса E к одному из главных аллергенов коровьего молока – сывороточному белку альфа-лактальбумину.,4,Сыворотка
Аллергены,"Альфа-лактоальбумин IgG, F76",890,"Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости альфа-лактоальбумина.",4,Сыворотка
Аллергены,"Амброзия обыкновенная (Ambrosia elatior) IgE, W1",890,"Выявление антител класса IgЕ к аллергенам травы амброзии. Иммуноглобулины Е отвечают за быстрый ответ на контакт с аллергеном. В большинстве случаев гиперчувствительность к аллергенам пыльцы амброзии проявляется симптомами аллергического ринита или конъюнктивита, но может способствовать и развитию обострения бронхиальной астмы. Назначается для диагностики IgE-зависимой аллергии.",3,Сыворотка
Аллергены,"Амброзия смешанная (Heterocera spp.) IgE, W209",890,"Определение специфического иммуноглобулина Е к пыльце амброзии смешанной. У пациентов, гиперчувствительных к пыльце амброзии, перекрестный аллергические реакции отмечаются на пыльцу полыни, ромашки аптечной, латекс, семечковые (например, яблоко, грушу), дыню, сельдерей.",3,Сыворотка
Аллергены,"Амоксициллин IgE, C204",890,"Амоксициллин – антибиотик широкого спектра действия из группы пенициллинов. Он относится к препаратам первой линии для лечения среднего отита и синусита, а также многих других бактериальных инфекций различных локализаций у детей и взрослых. Достаточно распространены специфические реакции именно на амоксициллин. Также известно, что с течением времени пациенты могут утрачивать гиперчувствительность к антибиотикам и переносить их прием без последствий.",4,Сыворотка
Аллергены,"Ампициллин IgE, C203",890,"Ампициллин – полусинтетический антибиотик широкого спектра действия из группы пенициллинов. Немедленные реакции на антибиотики могут проявится крапивницей, ангиоотеком, ринитом, конъюнктивитом, ларингоспазмом, бронхоспазмом или анафилактическим шоком.",4,Сыворотка
Аллергены,"Ананас IgE, F210",990,"Количественное определение специфических IgE-антител к ананасу. Употребление ананаса сенсибилизированными лицами может вызвать развитие симптомов бронхиальной астмы, атопического дерматита, аллергического ринита и желудочно-кишечных расстройств. Наиболее часто наблюдается развитие орального аллергического синдрома (зуд в области рта), острая крапивница, боли в области живота, тошнота, расстройство стула. Возможно развитие системных анафилактических реакций.",4,Сыворотка
Аллергены,"Ананас IgG, F210",890,"Определение специфических IgG-антител к ананасу – тропическому растению, которое может быть причиной пищевой непереносимости.",4,Сыворотка
Аллергены,"Апельсин IgE, F33",890,"Апельсины – наиболее распространенные представители цитрусовых, сильные аллергены. Проявляется нарушением функции пищеварительной системы, кожными проявлениями или нарушениями функции дыхательной системы.",2,Сыворотка
Аллергены,"Апельсин IgG, F33",890,Апельсин вызывает быстрое развитие симптомов пищевой непереносимости (уже через 1-3 дня после употребления его в пищу). Данный тест используется для диагностики пищевой непереносимости к апельсину.,4,Сыворотка
Аллергены,"Арахис IgE, F13",890,Определение аллергенспецифических иммуноглобулинов класса E к белкам арахиса в крови. Арахис является сильным аллергеном. Aнaфилaктичecкий шoк - сaмaя cильнaя и oпacнaя paзнoвиднocть aллepгичecкoй peaкции нa apaxиc.,4,Сыворотка
Аллергены,Арахис IgG,890,"Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости арахиса.",4,Сыворотка
Аллергены,"Баклажан IgE, F262",890,"Количественное определение специфических IgE-антител к баклажану – растению, которое может вызвать проявления аллергии на себя и других представителей семейства пасленовых. Аллергические реакции могут протекать легко, например, появлением крапивницы или оральной аллергией.",4,Сыворотка
Аллергены,"Баклажан IgG, F262",890,"Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости баклажанов.",4,Сыворотка
Аллергены,"Банан IgE, F92",890,"Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции на банан, которая проявляется нарушением функции пищеварительной системы (хейлит, гастрит, колит, гастроэнтерит, синдром раздраженной кишки), кожными проявлениями (атопический дерматит, крапивница, отек Квинке) и реже нарушениями функции дыхательной системы (аллергический ринит, бронхиальная астма). Иногда аллергия на банан является причиной перекрестной реакции на латекс.",2,Сыворотка
Аллергены,"Банан IgG, F92",890,Бананы вызывают медленное развитие симптомов пищевой непереносимости (не ранее чем через 3-5 дней после употребления их в пищу). Данный тест используется для диагностики пищевой непереносимости к бананам.,4,Сыворотка
Аллергены,"Баранина IgE, F88",890,Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве свидетельствует об острой аллергической реакции.,4,Сыворотка
Аллергены,Баранина IgG,890,"Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости баранина.",4,Сыворотка
Аллергены,"Белок яичный IgE, F1",890,"Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к яичному белку. Симптомами непереносимости яиц обычно являются покраснение и зуд кожи, ангионевротический отек, риноконъюнктивит, отек гортани, кашель и бронхоспазм, тошнота, рвота, боль в области живота и диарея.",2,Сыворотка
Аллергены,"Белок яичный IgG, F1",890,"Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости яичного белка.",4,Сыворотка
Аллергены,"Береза (Betula alba) IgE, T3",890,"Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к пыльце березы. Назначается для диагностики IgE-зависимой аллергии.",4,Сыворотка
Аллергены,"Береза бородавчатая, t3",890,"Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к пыльце березы бородавчатой.",3,Сыворотка
Аллергены,"Бета-лактоглобулин IgE, F77",890,Количественное определение в крови специфических иммуноглобулинов класса E к одному из главных аллергенов коровьего молока – сывороточному белку бета-лактоглобулину.,4,Сыворотка
Аллергены,"Бета-лактоглобулин IgG, F77",890,"Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости бета-лактоглобулина.",4,Сыворотка
Аллергены,"Бобы соевые IgE, F14",890,"Метод диагностики гиперчувствительности к аллергенам семян сои и продуктам её промышленной переработки, основанный на определении в крови уровня специфичных антител класса IgE, ответственных за развитие аллергических реакций.",4,Сыворотка
Аллергены,"Бобы соевые IgG, F14",890,"Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости соевых бобов (сои).",4,Сыворотка
Аллергены,"Бук (Fagus grandifolia) IgE, T5",890,"Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к буку.",4,Сыворотка
Аллергены,"Бухарник шерстистый (Holcus lanatus) IgE, G13",890,"Количественное определение специфических IgE-антител к пыльце бухарника шерстистого - луговой (злаковой) травы, которая может вызвать проявления сезонной аллергии у сенсибилизированных лиц. При наличии аллергии на луговые травы возможно решение вопроса о проведение патогенетического лечения - аллерген-специфической иммунотерапии (АСИТ).",4,Сыворотка
Аллергены,"Ваниль IgE, F234",890,"Определение специфического иммуноглобулина Е к ванили в повышенном количестве свидетельствует об острой аллергической реакции. Ваниль относят к группе гипоаллергенных продуктов, но и при ее употреблении иногда возникают аллергические реакции, которые могут проявляться в виде сыпи, отеков, дискомфорта в желудке, астмы и экземы.",4,Сыворотка
Аллергены,"Ваниль IgG, F234",890,"Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости ванили.",4,Сыворотка
Аллергены,"Виноград IgE, F259",890,Количественное определение специфических IgE-антител позволяет оценить взаимосвязь между уровнем антител и клиническими проявлениями аллергии. Определение специфического иммуноглобулина Е к данному аллергену в повышенном количестве свидетельствует об острой аллергической реакции.,4,Сыворотка
Аллергены,"Виноград IgG, F259",890,"Количественное определение специфических иммуноглобулинов класса G (IgG-антител), которые могут быть признаком пищевой непереносимости винограда.",4,Сыворотка
